ID	X	Y	ALT	BETA
354	34500	188500	4.7	0.5408
355	34500	187500	8.0	0.5367
356	34500	186500	9.7	0.5369
357	34500	185500	8.3	0.5258
358	34500	184500	5.7	0.5025
359	34500	183500	4.9	0.4953
360	34500	182500	6.0	0.4861
361	34500	181500	1.5	0.4975
362	34500	180500	1.3	0.5225
363	34500	179500	1.7	0.5264
364	34500	178500	5.0	0.5393
365	34500	177500	10.2	0.5456
366	34500	176500	19.3	0.5539
367	34500	175500	26.0	0.5626
368	34500	174500	23.0	0.5871
369	34500	173500	28.2	0.6319
370	34500	172500	23.2	0.6319
371	34500	171500	22.9	0.6307
372	34500	170500	21.6	0.6055
373	34500	169500	20.9	0.5652
374	34500	168500	25.0	0.56
375	34500	167500	28.3	0.5626
376	34500	166500	35.0	0.5574
377	34500	165500	56.2	0.5424
378	34500	164500	57.9	0.5542
379	35500	206500	0.0	0.3106
380	35500	205500	0.0	0.4636
381	35500	204500	1.5	0.5528
382	35500	203500	10.4	0.5802
383	35500	202500	4.8	0.5839
384	35500	201500	3.9	0.5664
385	35500	200500	0.6	0.5705
386	35500	199500	0.1	0.5771
387	35500	198500	0.0	0.559
388	35500	197500	0.0	0.5609
389	35500	196500	0.2	0.5544
390	35500	195500	0.8	0.544
391	35500	194500	0.3	0.5424
392	35500	193500	0.2	0.5332
393	35500	192500	0.6	0.5365
394	35500	191500	0.3	0.5477
395	35500	190500	1.1	0.5433
396	35500	189500	3.2	0.5406
397	35500	188500	5.5	0.5412
398	35500	187500	7.1	0.5337
399	35500	186500	5.7	0.5297
400	35500	185500	7.3	0.5123
401	35500	184500	5.7	0.4885
402	35500	183500	3.5	0.4809
403	35500	182500	4.5	0.4828
404	35500	181500	1.3	0.4991
405	35500	180500	0.6	0.5214
406	35500	179500	3.2	0.5285
407	35500	178500	6.5	0.5411
408	35500	177500	10.3	0.5484
409	35500	176500	15.8	0.5549
410	35500	175500	18.7	0.5616
411	35500	174500	18.9	0.5793
412	35500	173500	24.0	0.6203
413	35500	172500	26.8	0.6246
414	35500	171500	20.7	0.6248
415	35500	170500	21.7	0.6079
416	35500	169500	23.0	0.5706
417	35500	168500	27.4	0.5622
418	35500	167500	36.7	0.5593
419	35500	166500	41.3	0.5418
420	35500	165500	61.4	0.525
421	35500	164500	66.7	0.5341
422	36500	207500	0.0	0.2369
423	36500	206500	0.0	0.3909
424	36500	205500	0.0	0.5306
425	36500	204500	5.0	0.6118
426	36500	203500	5.3	0.6097
427	36500	202500	1.8	0.6046
428	36500	201500	1.1	0.5905
429	36500	200500	0.1	0.5708
430	36500	199500	0.0	0.5786
431	36500	198500	0.1	0.5667
432	36500	197500	0.0	0.5662
433	36500	196500	0.0	0.5624
434	36500	195500	0.5	0.5486
435	36500	194500	0.8	0.5422
436	36500	193500	0.9	0.5226
437	36500	192500	0.6	0.5185
438	36500	191500	0.3	0.5232
439	36500	190500	0.8	0.5217
440	36500	189500	1.5	0.5223
441	36500	188500	1.1	0.5295
442	36500	187500	1.4	0.5294
443	36500	186500	1.6	0.5251
444	36500	185500	2.5	0.5064
445	36500	184500	3.3	0.4801
446	36500	183500	1.7	0.4802
447	36500	182500	0.5	0.4887
448	36500	181500	1.0	0.5109
449	36500	180500	2.5	0.5255
450	36500	179500	4.5	0.524
451	36500	178500	5.5	0.5293
452	36500	177500	9.6	0.5379
453	36500	176500	12.8	0.5489
454	36500	175500	15.3	0.552
455	36500	174500	16.4	0.5634
456	36500	173500	24.2	0.5992
457	36500	172500	18.5	0.6032
458	36500	171500	19.1	0.6078
459	36500	170500	24.3	0.5993
460	36500	169500	28.8	0.561
461	36500	168500	32.4	0.5523
462	36500	167500	41.6	0.5457
463	36500	166500	47.7	0.5227
464	36500	165500	50.4	0.5172
465	36500	164500	56.5	0.5208
466	36500	163500	93.4	0.5314
467	36500	162500	99.0	0.5741
468	36500	161500	43.5	0.5948
469	37500	207500	0.0	0.3188
470	37500	206500	0.0	0.4496
471	37500	205500	1.3	0.553
472	37500	204500	4.3	0.6164
473	37500	203500	2.0	0.6027
474	37500	202500	2.0	0.6017
475	37500	201500	1.2	0.5915
476	37500	200500	0.1	0.5659
477	37500	199500	0.1	0.57
478	37500	198500	0.1	0.5665
479	37500	197500	0.0	0.5672
480	37500	196500	0.0	0.5642
481	37500	195500	0.0	0.5514
482	37500	194500	0.8	0.5375
483	37500	193500	0.7	0.5123
484	37500	192500	0.1	0.5015
485	37500	191500	0.2	0.5022
486	37500	190500	0.3	0.5097
487	37500	189500	0.1	0.5172
488	37500	188500	0.0	0.5354
489	37500	187500	-0.1	0.5378
490	37500	186500	0.1	0.5264
491	37500	185500	0.9	0.5087
492	37500	184500	0.1	0.4825
493	37500	183500	0.0	0.4842
494	37500	182500	0.2	0.4943
495	37500	181500	0.9	0.514
496	37500	180500	3.6	0.5241
497	37500	179500	6.2	0.5255
498	37500	178500	7.6	0.5283
499	37500	177500	7.2	0.536
500	37500	176500	9.4	0.5387
501	37500	175500	11.3	0.5278
502	37500	174500	16.9	0.5364
503	37500	173500	16.9	0.5635
504	37500	172500	14.4	0.5718
505	37500	171500	18.8	0.5813
506	37500	170500	21.7	0.5829
507	37500	169500	24.6	0.5557
508	37500	168500	28.9	0.5476
509	37500	167500	41.1	0.5463
510	37500	166500	37.7	0.5244
511	37500	165500	39.5	0.5211
512	37500	164500	57.5	0.5211
513	37500	163500	103.0	0.5269
514	37500	162500	78.1	0.5504
515	37500	161500	59.2	0.5559
516	37500	160500	33.4	0.5599
517	38500	208500	0.0	0.2371
518	38500	207500	0.0	0.3811
519	38500	206500	0.1	0.5053
520	38500	205500	4.0	0.5686
521	38500	204500	2.9	0.5995
522	38500	203500	1.8	0.5964
523	38500	202500	3.7	0.5913
524	38500	201500	2.1	0.5889
525	38500	200500	0.1	0.569
526	38500	199500	0.1	0.5666
527	38500	198500	0.1	0.5637
528	38500	197500	0.0	0.559
529	38500	196500	0.0	0.5575
530	38500	195500	0.0	0.5509
531	38500	194500	0.5	0.5341
532	38500	193500	0.2	0.5097
533	38500	192500	0.1	0.4898
