ID	LAMBX	LAMBY	ALT	beta_pm10
639	168647	86600	218.3	0.3491
640	165631	86802	207.3	0.3688
641	162613	87007	179.0	0.454
642	159596	87207	168.3	0.5632
643	156581	87411	191.5	0.4923
644	168852	89651	205.8	0.4651
645	165836	89854	203.5	0.2428
646	162817	90058	186.9	0.3224
647	159799	90261	193.9	0.2517
648	156783	90463	220.3	0.0664
649	167810	74392	321.1	0
650	164794	74595	350.1	0.0367
651	161781	74797	328.0	0.305
652	158767	75000	358.3	0.0994
653	155751	75203	339.9	0.2133
654	184134	91685	138.6	0.5549
655	181119	91889	139.2	0.6078
656	178105	92094	184.9	0.3543
657	175088	92297	179.4	0.3927
658	172069	92501	175.4	0.3079
659	184341	94738	185.7	0.3746
660	181325	94941	148.6	0.3831
661	178312	95144	210.3	0.2698
662	175294	95349	188.4	0.3049
663	172275	95552	194.9	0.4238
664	184547	97788	225.2	0.3895
665	181531	97993	184.1	0.2594
666	178519	98197	196.0	0.2036
667	175501	98400	222.2	0.27
668	172482	98605	251.9	0.442
669	184755	100841	183.9	0.3821
670	181740	101045	193.3	0.4927
671	178726	101248	245.6	0.252
672	183100	76426	344.6	0.1717
673	180084	76630	389.8	0.0242
674	177069	76834	294.8	0.0077
675	174049	77038	203.6	0.2441
676	171034	77242	320.8	0.0281
677	183306	79478	320.6	0.1101
678	180290	79682	321.7	0.1539
679	177277	79886	272.7	0.0242
680	174260	80089	265.1	0.0566
681	171243	80293	330.8	0.1622
682	183513	82529	274.0	0.0363
683	180496	82734	321.3	0
684	177482	82938	260.4	0.0231
685	174466	83141	216.1	0.1135
686	171450	83344	289.0	0.0004
687	183723	85581	271.5	0.2031
688	180705	85785	221.8	0.267
689	177691	85989	212.1	0.1695
690	174673	86194	158.9	0.4286
691	171657	86396	197.8	0.2151
692	183928	88633	204.9	0.2864
693	180911	88837	146.8	0.4739
694	177898	89041	165.4	0.3824
695	174881	89244	205.3	0.4002
696	171864	89449	222.8	0.4023
697	182887	73374	398.2	0.0387
698	179874	73577	446.6	0
699	176858	73781	425.6	0
700	173841	73986	260.2	0.1873
701	170825	74187	261.7	0.0014
702	199217	90660	151.9	0.3689
703	196202	90866	151.6	0.4615
704	193182	91071	166.4	0.4659
705	190165	91276	193.7	0.4628
706	187150	91481	173.3	0.3862
707	199426	93712	150.5	0.5327
708	196411	93916	197.2	0.3418
709	193391	94122	205.3	0.324
710	190374	94328	252.1	0.425
711	187359	94532	247.4	0.4013
712	199631	96764	183.8	0.3561
713	196616	96970	162.5	0.4013
714	193600	97174	217.3	0.1817
715	190583	97380	246.8	0.3154
716	187566	97585	258.2	0.4397
717	199842	99816	254.3	0.2736
718	196825	100021	236.7	0.2941
719	193809	100227	203.0	0.3261
720	190791	100431	188.5	0.343
721	187772	100636	184.3	0.3906
722	198171	75403	363.3	0.3311
723	195159	75607	400.6	0.1209
724	192143	75812	366.2	0.3819
725	189125	76016	358.3	0.4377
726	186112	76222	375.4	0.3731
727	198382	78453	417.7	0.2286
728	195366	78658	400.1	0.0483
729	192351	78863	380.5	0.2419
730	189335	79069	334.3	0.1041
731	186320	79273	336.7	0.2384
732	198588	81505	367.8	0.0227
733	195572	81710	349.1	0.0983
734	192560	81915	347.6	0.2745
735	189544	82120	344.1	0.1174
736	186529	82325	326.4	0.0649
737	198797	84556	287.2	0.4885
738	195783	84763	276.9	0.4252
739	192768	84967	288.4	0.4374
740	189754	85171	316.5	0.1199
741	186740	85377	314.7	0.1392
742	199007	87609	212.1	0.4386
743	195992	87813	245.9	0.4707
744	192974	88020	245.5	0.509
745	189959	88224	243.4	0.4519
746	186945	88429	245.6	0.4209
747	194944	72553	397.2	0.1949
748	191929	72760	364.3	0.4687
749	188914	72965	360.3	0.2971
750	185900	73167	406.6	0.075
751	214296	89630	269.8	0.4804
752	211281	89836	242.2	0.3411
753	208263	90043	189.0	0.4203
754	205247	90248	192.2	0.4769
755	202231	90455	177.1	0.3614
756	214507	92682	251.2	0.4133
757	211490	92888	253.1	0.4689
758	208474	93094	186.6	0.4131
759	205459	93301	160.0	0.3999
760	202442	93506	167.2	0.2926
761	214718	95733	254.0	0.5264
762	211699	95941	219.6	0.5177
763	208682	96147	202.9	0.3936
764	205666	96352	191.5	0.3018
765	202649	96558	202.3	0.1752
766	214926	98785	274.5	0.431
767	211908	98991	229.7	0.5529
768	208890	99198	207.2	0.3129
769	205876	99404	248.1	0.2245
770	202860	99610	260.7	0.2987
771	213244	74372	407.0	0.5061
772	210230	74578	375.3	0.3631
773	207216	74784	360.8	0.1466
774	204200	74991	352.0	0.0381
775	201185	75195	366.8	0.3321
776	213454	77423	437.8	0.1946
777	210441	77630	423.4	0.3522
778	207426	77836	395.2	0.2936
779	204409	78042	337.6	0.2461
780	201396	78248	359.4	0.0912
781	213663	80475	364.3	0.0895
782	210651	80681	400.0	0.0281
783	207635	80888	378.4	0.0007
784	204617	81093	300.6	0.0218
785	201604	81300	364.6	0.122
786	213875	83527	328.9	0.0858
787	210861	83734	374.6	0.1486
788	207845	83938	332.4	0.1819
789	204829	84146	265.5	0.3504
790	201812	84351	299.4	0.5015
791	214086	86578	291.2	0.4546
792	211069	86785	268.8	0.4364
793	208054	86992	232.1	0.4396
794	205038	87197	230.7	0.5903
795	202019	87403	231.3	0.4771
796	229376	88594	469.8	0.2237
797	226360	88801	504.4	0.005
798	223345	89010	518.8	0
799	220328	89216	399.9	0.1472
800	217311	89423	298.6	0.2273
801	229587	91645	466.1	0.0524
802	226572	91854	468.5	0
803	223556	92059	445.2	0.0558
804	220539	92268	357.2	0.4413
805	217523	92475	286.7	0.4422
806	229797	94697	433.2	0.0954
807	226782	94904	415.6	0.2069
808	223765	95113	342.3	0.4635
809	220749	95319	292.8	0.479
810	217734	95526	281.2	0.3887
811	230011	97748	357.3	0.3497
812	226995	97957	363.6	0.3798
813	223976	98163	363.4	0.4045
814	220959	98372	290.9	0.4721
815	217944	98578	271.9	0.5645
816	230224	100800	327.7	0.3255
817	227206	101007	345.4	0.3176
818	224186	101216	342.6	0.2179
819	221169	101423	290.2	0.5053
820	228320	73335	471.0	0.4247
821	225305	73544	466.2	0.5587
822	222289	73751	475.1	0.3785
823	219274	73957	445.5	0.01
824	216261	74165	469.2	0.1715
825	228530	76388	457.1	0.3896
826	225515	76595	503.0	0.242
827	222500	76801	477.5	0.4182
828	219486	77010	445.8	0.2318
829	216471	77217	413.0	0.0799
830	228741	79439	505.2	0.0945
831	225725	79647	551.0	0.1767
832	222711	79854	484.2	0.5058
833	219697	80061	412.2	0.4987
834	216679	80268	384.4	0.2217
835	228955	82489	525.7	0.0177
836	225938	82699	523.6	0.0106
837	222920	82906	545.0	0.0424
838	219907	83112	489.9	0.0681
839	216892	83320	419.7	0.0965
840	229164	85543	451.1	0.1174
841	226148	85750	529.3	0.0349
842	223130	85957	504.7	0
843	220117	86166	385.4	0.1423
844	217102	86372	350.7	0.2779
845	244455	87552	442.1	0.4199
846	241441	87760	393.9	0.2288
847	238422	87970	398.1	0.2404
848	235405	88178	390.5	0.577
849	232392	88385	408.5	0.568
850	244670	90603	385.2	0.2563
851	241653	90813	387.9	0.4555
852	238633	91020	426.2	0.4214
853	235616	91230	417.4	0.3115
854	232602	91438	404.4	0.3362
855	244880	93655	377.8	0.3821
856	241863	93863	345.1	0.2094
857	238845	94073	383.4	0.3371
858	235830	94281	373.1	0.2786
859	232813	94489	375.2	0.3962
860	245090	96707	441.0	0.3885
861	242074	96915	408.2	0.3183
862	239059	97124	352.7	0.1001
863	236043	97332	303.5	0.2977
864	233027	97541	310.0	0.3278
865	245305	99758	530.3	0.1176
866	242288	99967	541.1	0.1171
867	239272	100176	511.2	0.1542
868	236256	100384	424.2	0.1177
869	233239	100592	270.1	0.4339
870	231333	73128	468.8	0.5919
871	243603	75346	529.8	0.4584
872	240589	75555	507.2	0.4685
873	237574	75763	465.1	0.5614
874	234560	75971	483.1	0.336
875	231545	76181	476.5	0.4124
876	243815	78398	506.1	0.6219
877	240799	78606	497.3	0.4855
878	237785	78815	472.0	0.575
879	234772	79023	434.7	0.597
880	231757	79230	434.9	0.3459
881	244030	81449	457.2	0.4827
882	241015	81657	459.1	0.5548
883	238000	81866	458.5	0.5354
884	234983	82075	435.4	0.4663
885	231968	82283	417.1	0.3605
886	244243	84500	455.1	0.549
887	241228	84709	397.4	0.4208
888	238212	84918	446.8	0.2279
889	235195	85125	406.1	0.3745
890	232179	85335	413.6	0.1378
891	260603	101762	479.5	0.4669
892	257585	101971	531.0	0.1075
893	254570	102181	549.8	0.1749
894	259536	86504	474.1	0.5563
895	256519	86715	481.3	0.5044
896	253501	86923	462.2	0.4738
897	250485	87134	449.2	0.534
898	247470	87342	430.9	0.5479
899	259749	89556	477.8	0.4231
900	256731	89765	461.4	0.4148
901	253714	89976	435.0	0.4668
902	250698	90185	435.3	0.2851
903	247683	90394	420.6	0.3204
904	259961	92607	502.7	0.4402
905	256944	92818	468.2	0.2143
906	253925	93027	406.6	0.2048
907	250910	93236	400.4	0.4811
908	247895	93447	372.4	0.2624
909	260175	95658	459.1	0.4232
910	257158	95868	416.9	0.518
911	254139	96078	443.8	0.4994
912	251124	96288	451.3	0.4635
913	248107	96497	425.0	0.1365
914	260390	98710	471.4	0.3443
915	257373	98920	453.0	0.4914
916	254356	99129	481.2	0.3538
917	251339	99340	532.2	0.0415
918	248322	99548	513.3	0.0036
919	258678	74298	401.8	0.3331
920	255663	74509	464.9	0.3225
921	252646	74719	494.9	0.2459
922	249633	74928	506.9	0.3503
923	246618	75137	513.5	0.5665
924	258893	77350	479.8	0.2333
925	255877	77560	440.6	0.3681
926	252858	77769	451.4	0.5401
927	249845	77979	486.7	0.5844
928	246831	78189	506.9	0.6551
929	259108	80401	473.5	0.5331
930	256092	80611	452.4	0.5776
931	253072	80822	489.5	0.5179
932	250060	81030	519.7	0.4108
933	247046	81239	509.6	0.323
934	259322	83453	481.9	0.573
935	256307	83662	492.4	0.4569
936	253287	83873	510.1	0.5269
937	250272	84082	489.2	0.4916
938	247258	84291	474.7	0.3808
939	275686	100708	440.4	0.5429
940	272669	100919	452.3	0.4852
941	269653	101130	473.2	0.4868
942	266637	101341	510.4	0.4914
943	263620	101551	492.2	0.2065
944	274610	85451	392.2	0.126
945	271595	85662	487.0	0.4815
946	268580	85873	451.8	0.2977
947	265563	86084	489.7	0.5423
948	262549	86294	464.6	0.5371
949	274826	88502	427.5	0.3015
950	271811	88713	504.4	0.5034
951	268795	88924	458.6	0.3203
952	265778	89134	455.4	0.5307
953	262763	89346	463.8	0.5868
954	275040	91553	433.5	0.3559
955	272024	91765	483.5	0.5155
956	269009	91975	488.9	0.4967
957	265994	92186	458.2	0.5245
958	262978	92397	487.1	0.4054
959	275256	94606	428.7	0.2726
960	272238	94816	484.7	0.4428
961	269223	95027	525.1	0.3737
962	266209	95238	490.4	0.5509
963	263192	95448	485.6	0.502
964	275472	97655	441.6	0.3995
965	272453	97868	485.4	0.3641
966	269439	98079	512.6	0.3434
967	266424	98289	503.8	0.5175
968	263406	98499	466.2	0.5162
969	290771	99648	455.2	0.2968
970	287754	99860	463.2	0.3146
971	284737	100073	495.2	0.5491
972	281719	100284	496.0	0.3231
973	278702	100497	436.9	0.4017
974	290986	102699	509.6	0.3531
975	287970	102912	501.2	0.5144
976	289688	84392	486.8	0.4826
977	286672	84604	505.6	0.5465
978	283658	84817	475.9	0.4671
979	280642	85027	428.7	0.3198
980	277626	85240	455.8	0.3452
981	289905	87443	496.5	0.5018
982	286890	87655	510.6	0.3861
983	283875	87867	484.2	0.3856
984	280859	88080	451.3	0.3819
985	277843	88290	487.0	0.3211
986	290121	90494	453.2	0.4459
987	287106	90708	521.1	0.5038
988	284090	90918	484.7	0.5047
989	281073	91131	498.7	0.5278
990	278056	91342	462.4	0.3617
991	290338	93545	416.9	0.382
992	287322	93758	474.7	0.3458
993	284304	93970	512.6	0.5062
994	281287	94182	501.6	0.5281
995	278272	94393	464.4	0.3644
996	290555	96598	418.1	0.565
997	287539	96809	461.7	0.3961
998	284521	97021	522.1	0.5194
999	281503	97233	537.4	0.3898
1000	278488	97446	476.2	0.1697
1001	109734	111982	130.0	0.4955
1002	106720	112182	113.4	0.6047
1003	103701	112378	112.0	0.4926
1004	100682	112578	97.2	0.4768
1005	97665	112777	87.0	0.4516
1006	109935	115036	133.7	0.501
1007	106920	115233	117.2	0.4393
1008	103903	115432	90.1	0.4206
1009	100885	115630	76.1	0.4691
1010	97865	115827	72.5	0.5419
1011	110142	118086	129.0	0.5415
1012	107125	118287	113.4	0.4905
1013	104104	118484	70.7	0.4937
1014	101084	118682	45.2	0.5053
1015	98064	118881	42.8	0.5892
1016	110347	121140	101.3	0.5331
1017	107327	121337	73.9	0.6312
1018	104306	121536	47.7	0.4729
1019	101287	121734	32.3	0.5977
1020	98267	121932	25.6	0.5764
1021	110548	124192	42.0	0.5898
1022	107526	124390	36.3	0.5226
1023	109130	102826	155.2	0
1024	106113	103024	162.1	0
1025	103097	103223	150.4	0.3421
1026	100080	103420	130.8	0.5874
1027	97060	103618	121.6	0.5323
1028	109332	105879	154.2	0.4348
1029	106315	106077	154.0	0.3323
1030	103298	106275	133.8	0.5969
1031	100280	106473	117.6	0.4944
1032	97262	106671	103.4	0.5009
1033	109536	108930	140.0	0.5548
1034	106518	109128	128.7	0.554
1035	103500	109328	126.2	0.5188
1036	100479	109525	105.3	0.4998
1037	97464	109723	100.1	0.4782
1038	124824	110986	135.7	0.5477
1039	121807	111185	146.1	0.5278
1040	118789	111386	152.0	0.5138
1041	115775	111585	155.5	0.3492
1042	112757	111784	140.9	0.5089
1043	125025	114038	124.0	0.5115
1044	122009	114239	135.9	0.4415
1045	118992	114437	137.4	0.4736
1046	115973	114639	144.0	0.4836
1047	112953	114835	145.1	0.4859
1048	125233	117091	84.4	0.4339
1049	122215	117291	82.1	0.475
1050	119196	117490	104.2	0.4872
1051	116176	117689	129.6	0.4458
1052	113157	117888	141.4	0.355
1053	125438	120143	60.2	0.5035
1054	122419	120342	63.7	0.4896
1055	119400	120543	76.1	0.5033
1056	116380	120740	109.0	0.6172
1057	113363	120941	104.2	0.5021
1058	125642	123195	67.5	0.6712
1059	122623	123395	50.4	0.527
1060	119606	123593	52.3	0.5617
1061	116586	123794	71.7	0.5471
1062	113569	123992	57.1	0.6486
1063	139914	109984	171.3	0.4224
1064	136894	110185	146.6	0.4831
1065	133875	110387	143.2	0.51
1066	130857	110586	138.8	0.6411
1067	127842	110787	138.9	0.4634
1068	140116	113037	145.4	0.4566
1069	137098	113238	156.2	0.4992
1070	134080	113438	151.7	0.4387
1071	131063	113639	145.5	0.4231
1072	128045	113839	134.7	0.5038
1073	140323	116089	162.3	0.3883
1074	137305	116289	172.7	0.4288
1075	134287	116491	163.8	0.3425
1076	131270	116690	137.5	0.4706
1077	128252	116890	129.4	0.4476
1078	140528	119141	194.0	0.3993
1079	137509	119342	160.1	0.4869
1080	134492	119541	143.8	0.4395
1081	131474	119744	112.9	0.4937
1082	128457	119942	91.5	0.4765
1083	140733	122193	166.6	0.5604
1084	137715	122393	117.8	0.5804
1085	134698	122595	87.6	0.5423
1086	131679	122795	68.0	0.5238
1087	128660	122995	86.7	0.4522
1088	130253	101430	209.6	0.449
1089	127233	101629	185.3	0.4979
1090	139505	103882	203.5	0.4661
1091	136487	104080	186.3	0.5123
1092	133471	104283	185.4	0.5157
1093	130455	104482	195.5	0.5526
1094	127436	104682	177.0	0.4331
1095	139713	106932	187.7	0.4257
1096	136693	107134	167.6	0.4402
1097	133675	107334	177.3	0.4458
1098	130657	107534	178.3	0.4692
1099	127639	107734	150.1	0.5225
1100	156029	124236	143.3	0.7385
1101	155002	108977	206.1	0.4714
1102	151984	109178	180.0	0.4272
1103	148967	109380	174.0	0.4475
1104	145949	109583	160.0	0.4588
1105	142931	109784	181.2	0.4229
1106	155206	112029	208.0	0.524
1107	152189	112231	179.5	0.4857
1108	149171	112434	178.3	0.5187
1109	146152	112633	175.3	0.4728
1110	143134	112835	166.2	0.5115
1111	155413	115080	217.2	0.4037
1112	152397	115283	179.9	0.3389
1113	149377	115484	199.6	0.4914
1114	146359	115687	176.0	0.3476
1115	143342	115888	169.9	0.5561
1116	155620	118133	167.6	0.4911
1117	152602	118335	146.1	0.6852
1118	149583	118537	156.7	0.5547
1119	146564	118738	161.7	0.3818
1120	143546	118939	194.4	0.404
1121	155824	121185	118.6	0.8073
1122	152807	121386	114.4	0.9252
1123	149789	121588	138.7	0.6487
1124	146769	121791	153.1	0.5995
1125	143750	121992	182.7	0.6503
1126	154588	102872	215.5	0.4743
1127	151573	103074	226.0	0.4953
1128	148556	103278	224.7	0.43
1129	145538	103477	217.3	0.4528
1130	142520	103679	216.4	0.5142
1131	154797	105925	193.4	0.5081
1132	151781	106128	191.1	0.4643
1133	148762	106328	180.6	0.4359
1134	145744	106530	175.8	0.4994
1135	142730	106731	199.9	0.4143
1136	171123	123221	173.1	0.5641
1137	168106	123425	134.7	0.6348
1138	165087	123627	113.1	0.5926
1139	162067	123831	119.2	0.7902
1140	159046	124033	135.3	0.6257
1141	170087	107964	263.9	0.4628
1142	167069	108167	262.7	0.3922
1143	164049	108369	249.9	0.4655
1144	161035	108573	234.2	0.3629
1145	158019	108774	209.1	0.5176
1146	170295	111016	252.9	0.5167
1147	167274	111218	241.8	0.4666
1148	164258	111421	242.8	0.3717
1149	161242	111625	217.0	0.4968
1150	158223	111827	226.5	0.5107
1151	170502	114067	248.6	0.5049
1152	167482	114270	224.9	0.5262
1153	164468	114474	223.5	0.4263
1154	161452	114675	195.3	0.5567
1155	158431	114879	223.6	0.4622
1156	170707	117119	253.0	0.3688
1157	167690	117323	210.3	0.2959
1158	164675	117525	193.8	0.374
1159	161656	117729	184.1	0.4631
1160	158636	117929	192.5	0.5695
1161	170917	120170	195.2	0.5632
1162	167901	120374	176.8	0.6642
1163	164882	120577	157.7	0.4056
1164	161861	120780	128.8	0.6742
1165	158841	120983	128.1	0.7993
1166	169672	101859	293.8	0.506
1167	166656	102064	277.0	0.3638
1168	163638	102265	252.7	0.4944
1169	160622	102467	240.1	0.6036
1170	157607	102671	236.6	0.4143
1171	169881	104911	282.2	0.4409
1172	166864	105114	268.8	0.5767
1173	163843	105318	261.6	0.4198
1174	160830	105520	260.7	0.4185
1175	157815	105722	234.2	0.4249
1176	186215	122202	153.2	0.4934
1177	183199	122406	211.2	0.5228
1178	180179	122611	204.2	0.3995
1179	177157	122815	182.1	0.5599
1180	174139	123019	196.2	0.4057
1181	185171	106944	213.2	0.4716
1182	182157	107148	206.8	0.3721
1183	179139	107354	239.9	0.4874
1184	176122	107556	266.4	0.4607
1185	173105	107759	261.9	0.4512
1186	185381	109997	165.1	0.427
1187	182366	110200	185.7	0.3649
1188	179346	110404	214.5	0.3399
1189	176327	110609	237.4	0.5065
1190	173314	110811	246.0	0.4745
1191	185592	113048	144.8	0.3436
1192	182572	113252	191.7	0.3901
1193	179555	113455	232.1	0.4783
1194	176539	113660	239.3	0.4503
1195	173523	113864	248.7	0.4625
1196	185801	116100	163.5	0.3549
1197	182779	116304	196.0	0.3528
1198	179764	116508	219.7	0.5693
1199	176746	116713	237.8	0.4293
1200	173727	116915	245.3	0.4903
1201	186009	119150	164.1	0.4585
1202	182990	119356	232.2	0.527
1203	179973	119561	246.2	0.5144
1204	176951	119763	241.3	0.476
1205	173933	119968	213.2	0.5611
1206	175710	101452	283.8	0.2935
1207	172690	101657	289.4	0.491
1208	184963	103892	222.8	0.478
1209	181947	104097	234.9	0.4579
1210	178933	104301	247.0	0.4732
1211	175919	104504	262.3	0.5114
1212	172899	104708	270.4	0.4639
1213	201308	121177	261.0	0.4836
1214	198290	121382	247.2	0.5023
1215	195273	121587	251.2	0.2522
1216	192253	121793	229.5	0.4898
1217	189233	121998	225.2	0.3302
1218	201517	124226	264.0	0.5913
1219	198498	124432	231.8	0.3592
1220	200259	105920	288.3	0.5171
1221	197243	106124	275.0	0.5295
1222	194227	106330	249.0	0.4178
1223	191207	106535	218.6	0.4663
1224	188187	106740	172.6	0.49
1225	200469	108971	258.5	0.5423
1226	197453	109177	272.9	0.4282
1227	194437	109382	249.8	0.4686
1228	191417	109586	259.5	0.4498
1229	188398	109792	179.8	0.2919
1230	200681	112023	246.0	0.5081
1231	197663	112228	236.6	0.564
1232	194645	112433	229.6	0.4352
1233	191628	112638	230.5	0.3186
1234	188613	112843	203.5	0.5377
1235	200893	115074	258.0	0.4686
1236	197871	115281	275.9	0.505
1237	194851	115485	269.1	0.4709
1238	191837	115690	232.3	0.4467
1239	188825	115895	232.4	0.3001
1240	201104	118125	281.1	0.4837
1241	198083	118331	270.2	0.535
1242	195062	118537	259.8	0.4839
1243	192046	118743	253.1	0.4144
1244	189031	118946	237.7	0.3512
1245	200052	102867	286.5	0.3241
1246	197036	103073	256.3	0.3851
1247	194017	103278	250.3	0.4307
1248	190999	103483	231.4	0.4252
1249	187980	103688	161.4	0.4608
1250	216401	120145	268.9	0.5416
1251	213383	120352	273.3	0.4575
1252	210363	120558	280.4	0.4137
1253	207344	120765	275.5	0.5221
1254	204325	120971	276.4	0.4983
1255	216611	123195	248.1	0.5367
1256	213592	123402	245.2	0.409
1257	210573	123608	244.1	0.3443
1258	207556	123814	249.8	0.4793
1259	204536	124021	255.2	0.5236
1260	215346	104887	238.6	0.4862
1261	212327	105095	279.0	0.3435
1262	209314	105301	300.7	0.3161
1263	206297	105507	302.0	0.3952
1264	203277	105713	292.6	0.5722
1265	215556	107939	247.7	0.3701
1266	212541	108146	242.2	0.5089
1267	209524	108353	290.8	0.3031
1268	206504	108560	312.1	0.4993
1269	203486	108765	279.2	0.5315
1270	215770	110992	240.1	0.3706
1271	212753	111198	291.4	0.3101
1272	209734	111405	308.3	0.3928
1273	206715	111610	296.3	0.4449
1274	203700	111817	265.0	0.5728
1275	215980	114042	294.5	0.3311
1276	212962	114250	310.4	0.4823
1277	209943	114456	309.8	0.3694
1278	206927	114663	275.5	0.5808
1279	203912	114868	268.3	0.4765
1280	216191	117095	298.8	0.5077
1281	213173	117301	284.4	0.5127
1282	210154	117508	303.4	0.2227
1283	207136	117714	293.9	0.4408
1284	204120	117920	283.9	0.5236
1285	215135	101837	244.4	0.4148
1286	212116	102043	230.9	0.2639
1287	209104	102249	258.1	0.3332
1288	206089	102456	285.5	0.3984
1289	203070	102662	286.5	0.4407
1290	231492	119109	203.8	0.4274
1291	228473	119316	250.9	0.4583
1292	225454	119524	289.7	0.3624
1293	222437	119731	266.1	0.5139
1294	219419	119939	290.1	0.4846
1295	231703	122157	193.7	0.3258
1296	228684	122366	238.6	0.3547
1297	225667	122573	247.0	0.4156
1298	222650	122781	281.1	0.4928
1299	219630	122988	274.6	0.5405
1300	230434	103852	241.2	0.4098
1301	227417	104060	317.6	0.2356
1302	224397	104267	266.9	0.395
1303	221379	104474	213.8	0.4888
1304	218364	104682	200.4	0.4043
1305	230644	106903	285.6	0.315
1306	227627	107111	199.7	0.505
1307	224609	107318	195.7	0.2203
1308	221591	107526	186.4	0.0695
1309	218572	107733	204.2	0.3721
1310	230855	109955	274.6	0.4863
1311	227839	110163	199.8	0.3321
1312	224822	110371	181.8	0.4557
1313	221803	110577	190.2	0.4946
1314	218785	110784	231.1	0.2954
1315	231069	113007	260.2	0.4139
1316	228051	113214	204.4	0.1748
1317	225033	113422	179.2	0.4573
1318	222014	113629	198.7	0.5489
1319	218996	113837	254.7	0.4891
1320	231283	116057	203.3	0.4485
1321	228263	116266	188.8	0.4606
1322	225245	116474	229.0	0.3755
1323	222226	116680	274.3	0.5073
1324	219207	116888	302.3	0.5322
1325	218154	101629	233.6	0.6063
1326	246583	118067	340.7	0.2514
1327	243565	118274	412.2	0.1992
1328	240546	118484	378.4	0.3125
1329	237527	118692	303.2	0.3381
1330	234510	118901	221.0	0.4163
1331	246798	121115	364.0	0.245
1332	243777	121324	416.3	0.345
1333	240759	121533	335.7	0.2737
1334	237741	121742	255.1	0.418
1335	234722	121950	226.4	0.4271
1336	247012	124164	316.8	0.1374
1337	243991	124374	372.3	0.3396
1338	240973	124583	325.6	0.2834
1339	237953	124791	304.3	0.4216
1340	245520	102809	601.2	0.1833
1341	242501	103019	570.2	0.0797
1342	239483	103227	489.9	0.2635
1343	236467	103435	458.0	0.1084
1344	233450	103644	326.4	0.4109
1345	245732	105862	605.7	0.1633
1346	242713	106068	501.1	0.35
1347	239695	106280	451.1	0.2762
1348	236678	106487	387.7	0.1328
1349	233662	106696	341.4	0.4532
1350	245946	108912	499.3	0.3468
1351	242928	109122	472.0	0.4488
1352	239911	109329	475.6	0.0728
1353	236892	109539	348.5	0.4181
1354	233874	109747	313.9	0.4708
1355	246158	111964	402.4	0.2727
1356	243140	112173	467.6	0.1872
1357	240124	112381	396.0	0.1089
1358	237106	112590	293.3	0.4406
1359	234087	112798	318.1	0.2612
1360	246370	115015	395.2	0.1657
1361	243353	115225	452.5	0.2618
1362	240337	115433	364.4	0.0909
1363	237318	115642	282.0	0.3992
1364	234300	115850	264.2	0.551
1365	261676	117017	464.3	0.3429
1366	258656	117227	406.6	0.2545
1367	255636	117438	369.2	0.3786
1368	252618	117647	412.7	0.3086
1369	249601	117856	439.9	0.0217
1370	261890	120067	411.5	0.4239
1371	258872	120277	357.3	0.356
1372	255853	120487	351.8	0.206
1373	252834	120697	330.0	0.2399
1374	249818	120906	307.7	0.3932
1375	262105	123117	374.8	0.4523
1376	259086	123326	455.9	0.1403
1377	256068	123536	308.4	0.4036
1378	253050	123746	409.8	0.2327
1379	250032	123956	333.6	0.1608
1380	251553	102391	583.3	0.1128
1381	248535	102600	589.9	0.3045
1382	260817	104812	466.6	0.3936
1383	257800	105023	497.9	0.2292
1384	254784	105233	520.8	0.4103
1385	251767	105441	535.8	0.4113
1386	248750	105652	576.9	0.344
1387	261031	107864	457.8	0.4474
1388	258015	108074	452.2	0.4222
1389	254997	108284	464.4	0.5569
1390	251980	108493	459.3	0.516
1391	248965	108703	516.5	0.1625
1392	261246	110916	421.0	0.4082
1393	258228	111126	411.3	0.2489
1394	255209	111336	464.3	0.3249
1395	252191	111546	389.1	0.5536
1396	249176	111755	398.9	0.337
1397	261463	113967	444.3	0.2749
1398	258443	114178	385.5	0.3631
1399	255423	114387	503.4	0.1373
1400	252405	114597	439.6	0.2083
1401	249387	114806	417.8	0.2677
1402	276765	115963	465.7	0.5711
1403	273748	116174	489.1	0.3952
1404	270729	116386	482.2	0.352
1405	267709	116596	457.2	0.228
1406	264692	116807	543.7	0.1195
1407	276979	119012	485.8	0.4671
1408	273962	119224	478.1	0.2509
1409	270943	119435	441.9	0.3824
1410	267923	119646	396.8	0.5092
1411	264906	119857	418.2	0.2607
1412	277197	122062	531.9	0.5783
1413	274178	122273	509.6	0.6177
1414	271158	122484	503.9	0.395
1415	268139	122695	447.4	0.5634
1416	265122	122905	371.9	0.5397
1417	277412	125111	555.0	0.6078
1418	274391	125322	539.6	0.6133
1419	271371	125533	499.4	0.5134
1420	275901	103759	483.2	0.1979
1421	272884	103970	482.8	0.5329
1422	269867	104182	474.7	0.5906
1423	266850	104392	497.8	0.4088
1424	263834	104603	504.2	0.3856
1425	276119	106810	455.2	0.5338
1426	273102	107022	461.5	0.6155
1427	270083	107233	484.3	0.5435
1428	267066	107443	541.6	0.2675
1429	264049	107654	530.4	0.0938
1430	276334	109862	487.0	0.5538
1431	273316	110073	498.4	0.638
1432	270299	110283	541.0	0.3764
1433	267280	110495	543.9	0.0782
1434	264263	110704	473.9	0.4494
1435	276551	112912	506.7	0.4395
1436	273532	113125	515.7	0.403
1437	270515	113335	528.0	0.2476
1438	267496	113546	464.2	0.2714
1439	264479	113756	550.8	0.0835
