ID	LAMBX	LAMBY	ALT	beta_pm10
3090	41817	186898	0.6	0.5293
3091	54107	189176	13.0	0.5039
3092	51082	189368	8.3	0.5206
3093	48058	189565	19.1	0.4872
3094	45033	189758	6.3	0.5756
3095	42006	189950	0.2	0.5309
3096	69422	191254	35.4	0.5896
3097	66398	191450	30.9	0.5418
3098	63375	191645	21.7	0.6428
3099	60354	191836	14.5	0.5359
3100	57329	192036	9.5	0.615
3101	69625	194306	27.6	0.5821
3102	66600	194502	19.4	0.565
3103	63572	194697	16.0	0.6102
3104	60552	194894	16.2	0.6077
3105	57530	195084	17.7	0.435
3106	69822	197360	17.6	0.474
3107	66798	197554	14.7	0.585
3108	63770	197751	23.6	0.5541
3109	60745	197945	31.1	0.6394
3110	57724	198141	34.3	0.5528
3111	68835	182096	19.0	0.5311
3112	65810	182289	16.9	0.7477
3113	62785	182484	19.8	0.7509
3114	59760	182682	21.6	0.6263
3115	56740	182875	24.6	0.5665
3116	69028	185147	23.0	0.5552
3117	66004	185343	21.9	0.5049
3118	62983	185539	21.7	0.7222
3119	59955	185732	29.6	0.5854
3120	56932	185928	20.5	0.5081
3121	69223	188200	30.2	0.6204
3122	66202	188397	32.6	0.5559
3123	63181	188590	29.8	0.5731
3124	60155	188787	20.6	0.5139
3125	57130	188980	17.8	0.5634
3126	84546	190272	13.2	0.5332
3127	81518	190470	20.8	0.5162
3128	78497	190666	20.8	0.5222
3129	75472	190862	28.2	0.5023
3130	72445	191057	33.8	0.505
3131	84747	193323	11.8	0.5415
3132	81723	193522	12.7	0.575
3133	78697	193719	17.0	0.5187
3134	75673	193915	20.0	0.5694
3135	72648	194111	24.9	0.5652
3136	84942	196380	15.7	0.6196
3137	81920	196575	19.2	0.4389
3138	78894	196771	20.2	0.5726
3139	75871	196967	18.7	0.5017
3140	72845	197164	14.9	0.5519
3141	85141	199431	10.0	0.7542
3142	82116	199629	13.6	0.4542
3143	79089	199825	16.5	0.5428
3144	83948	181115	9.8	0.5581
3145	80924	181310	10.9	0.5378
3146	77903	181506	16.3	0.5569
3147	74879	181703	20.4	0.5583
3148	71858	181898	17.1	0.5388
3149	84145	184166	9.2	0.5278
3150	81121	184364	13.1	0.5211
3151	78100	184561	18.2	0.5432
3152	75077	184755	19.9	0.5115
3153	72056	184953	21.1	0.5019
3154	84346	187220	16.0	0.5803
3155	81321	187416	18.4	0.51
3156	78299	187612	28.7	0.6945
3157	75276	187810	32.7	0.5751
3158	72250	188005	26.0	0.5542
3159	99663	189286	7.1	0.6483
3160	96642	189484	10.4	0.6211
3161	93617	189681	8.6	0.546
3162	90591	189879	8.4	0.5612
3163	87571	190075	12.1	0.5467
3164	99867	192339	6.4	0.6505
3165	96844	192536	7.1	0.6493
3166	93818	192734	7.0	0.5733
3167	90793	192932	7.5	0.5848
3168	87769	193130	11.3	0.547
3169	100066	195392	5.5	0.5849
3170	97044	195589	4.1	0.598
3171	94019	195787	6.7	0.6134
3172	90994	195984	7.6	0.5993
3173	87966	196182	12.3	0.4751
3174	100268	198444	5.4	0.6257
3175	97244	198643	5.7	0.6187
3176	94219	198839	5.2	0.5803
3177	91194	199038	5.1	0.5764
3178	88166	199234	6.2	0.5614
3179	89997	180719	13.3	0.5647
3180	86975	180918	9.3	0.6177
3181	99267	183180	7.1	0.6088
3182	96244	183379	8.4	0.605
3183	93218	183574	9.1	0.6703
3184	90195	183774	8.5	0.6454
3185	87173	183970	7.1	0.5232
3186	99464	186233	7.7	0.6731
3187	96442	186430	8.3	0.5581
3188	93418	186629	7.4	0.6295
3189	90394	186826	6.6	0.6723
3190	87372	187022	8.5	0.5047
3191	114782	188293	6.0	0.6731
3192	111761	188494	5.8	0.616
3193	108739	188691	13.5	0.7253
3194	105715	188889	7.8	0.8276
3195	102688	189087	7.2	0.6592
3196	114986	191347	4.3	0.6483
3197	111963	191545	5.3	0.5977
3198	108938	191744	6.5	0.6469
3199	105916	191942	10.2	0.7982
3200	102891	192141	7.5	0.7442
3201	115189	194399	5.4	0.6087
3202	112163	194599	5.7	0.6349
3203	109138	194797	7.0	0.6766
3204	106116	194995	8.0	0.8135
3205	103090	195194	7.6	0.7407
3206	115393	197452	5.3	0.5678
3207	112366	197651	5.2	0.6484
3208	109340	197850	5.9	0.7254
3209	106316	198048	6.0	0.9891
3210	103291	198246	5.7	0.7835
3211	114381	182188	25.6	0.5382
3212	111356	182387	40.4	0.5707
3213	108331	182586	29.4	0.5742
3214	105307	182785	30.3	0.5137
3215	102286	182983	15.7	0.6056
3216	114580	185241	16.0	0.6334
3217	111558	185439	21.2	0.6298
3218	108538	185638	21.4	0.622
3219	105513	185837	15.1	0.6199
3220	102487	186036	6.2	0.6248
3221	129905	187296	3.7	0.6001
3222	126880	187495	5.7	0.6087
3223	123856	187696	6.4	0.6108
3224	120832	187895	7.9	0.5761
3225	117806	188095	11.0	0.5955
3226	130108	190348	3.6	0.6329
3227	127083	190548	3.0	0.5917
3228	124058	190748	3.9	0.5579
3229	121035	190948	3.2	0.5557
3230	118010	191147	2.8	0.5974
3231	130309	193400	2.4	0.6052
3232	127286	193601	2.7	0.6029
3233	124261	193801	3.9	0.5797
3234	121235	194001	3.6	0.5918
3235	118213	194199	4.3	0.5923
3236	130512	196453	3.0	0.5703
3237	127489	196654	4.1	0.7179
3238	124465	196852	3.0	0.6862
3239	121438	197054	3.4	0.5614
3240	118414	197253	4.1	0.5578
3241	129497	181190	19.4	0.6163
3242	126474	181389	12.6	0.7552
3243	123451	181590	19.0	0.6146
3244	120426	181791	27.9	0.6156
3245	117403	181989	37.5	0.5664
3246	129700	184242	11.6	0.603
3247	126678	184444	7.4	0.6969
3248	123655	184642	14.0	0.6394
3249	120630	184842	17.7	0.5652
3250	117604	185043	18.8	0.5504
3251	145019	186291	14.6	0.5709
3252	141995	186492	16.0	0.5667
3253	138973	186694	22.5	0.4884
3254	135952	186895	11.7	0.6071
3255	132928	187095	6.3	0.6124
3256	145226	189345	8.9	0.6568
3257	142202	189545	10.7	0.5774
3258	139182	189746	8.5	0.6157
3259	136158	189947	6.9	0.6245
3260	133133	190147	4.0	0.7416
3261	145429	192397	5.6	0.5988
3262	142405	192598	7.2	0.5055
3263	139384	192799	4.0	0.5893
3264	136360	192999	1.9	0.522
3265	133335	193201	2.9	0.5963
3266	145637	195448	2.2	0.635
3267	142612	195651	3.3	0.5992
3268	139589	195851	4.3	0.5904
3269	136564	196053	1.4	0.533
3270	133537	196252	1.8	0.6579
3271	145843	198502	2.0	0.4951
3272	142817	198703	2.8	0.6729
3273	139793	198904	2.9	0.493
3274	136767	199104	2.3	0.5013
3275	133742	199305	6.1	0.6239
3276	141590	180388	51.2	0.5372
3277	138570	180588	43.9	0.5285
3278	135548	180789	52.7	0.4771
3279	132523	180991	30.3	0.6099
3280	144817	183238	27.0	0.5412
3281	141791	183441	22.6	0.5948
3282	138769	183641	25.3	0.5694
3283	135749	183841	24.6	0.5831
3284	132726	184042	21.7	0.5912
3285	160141	185282	10.0	0.5035
3286	157119	185483	7.8	0.6351
3287	154091	185688	9.9	0.5327
3288	151068	185888	12.2	0.6291
3289	148044	186090	12.7	0.5445
3290	160347	188335	6.5	0.6323
3291	157326	188536	7.7	0.7745
3292	154299	188737	6.4	0.5512
3293	151273	188942	7.0	0.5634
3294	148250	189142	8.6	0.6605
3295	160551	191386	4.3	0.6375
3296	157529	191589	5.5	0.7124
3297	154503	191792	4.4	0.6497
3298	151478	191992	4.5	0.5555
3299	148455	192196	5.0	0.6351
3300	160756	194441	4.7	0.7207
3301	157733	194641	3.6	0.6785
3302	154706	194843	2.5	0.6002
3303	151679	195047	1.8	0.4058
3304	148659	195247	2.1	0.7863
3305	160964	197491	5.6	0.6046
3306	157938	197695	6.6	0.655
3307	154913	197896	17.5	0.6512
3308	151887	198098	13.5	0.7008
3309	148865	198301	4.8	0.7424
3310	159935	182229	11.2	0.4604
3311	156913	182432	9.2	0.603
3312	153887	182633	12.4	0.6807
3313	150863	182835	21.7	0.578
3314	147842	183039	29.9	0.5188
3315	175257	184266	13.2	0.5344
3316	172234	184470	9.2	0.5317
3317	169212	184673	8.8	0.5757
3318	166187	184877	9.2	0.6038
3319	163161	185078	9.4	0.5998
3320	175467	187318	12.8	0.6601
3321	172444	187521	12.0	0.602
3322	169420	187725	10.7	0.6297
3323	166395	187928	8.7	0.5868
3324	163370	188132	5.6	0.5625
3325	175672	190371	10.7	0.6153
3326	172648	190575	9.4	0.5893
3327	169624	190778	8.3	0.6009
3328	166600	190981	8.1	0.6025
3329	163575	191184	7.7	0.5816
3330	175881	193423	10.2	0.6668
3331	172855	193627	13.9	0.7078
3332	169830	193830	17.4	0.6228
3333	166806	194033	15.4	0.6237
3334	163781	194236	10.5	0.6075
3335	176089	196475	12.8	0.6442
3336	173065	196678	13.3	0.6127
3337	170040	196883	11.8	0.6028
3338	167015	197086	10.5	0.6284
3339	163991	197289	9.8	0.5791
3340	175049	181214	12.8	0.585
3341	172027	181417	13.1	0.5727
3342	169003	181620	14.3	0.517
3343	165980	181824	13.2	0.5947
3344	162957	182027	11.5	0.5295
3345	191416	198505	15.0	0.5085
3346	188392	198710	16.4	0.5682
3347	185368	198915	13.5	0.6053
3348	182342	199119	10.4	0.6256
3349	179318	199322	8.9	0.6088
3350	190376	183244	47.2	0.5643
3351	187355	183449	32.3	0.5345
3352	184328	183654	48.0	0.5228
3353	181304	183858	39.5	0.5368
3354	178283	184061	26.3	0.5964
3355	190587	186298	35.2	0.5776
3356	187562	186502	18.9	0.5522
3357	184535	186704	21.4	0.5707
3358	181512	186912	16.4	0.7272
3359	178489	187114	16.4	0.6297
3360	190793	189350	20.6	0.5056
3361	187763	189554	19.0	0.4854
3362	184742	189759	17.4	0.4273
3363	181720	189963	13.4	0.5953
3364	178694	190167	12.2	0.5901
3365	190998	192400	23.0	0.4421
3366	187972	192607	21.5	0.5445
3367	184951	192811	15.8	0.5473
3368	181928	193015	10.4	0.5779
3369	178903	193219	10.1	0.6032
3370	191206	195454	18.1	0.4789
3371	188184	195658	24.6	0.3697
3372	185162	195864	13.9	0.4142
3373	182138	196067	11.4	0.6448
3374	179112	196272	10.1	0.5875
3375	184121	180602	36.6	0.4557
3376	181098	180805	27.6	0.535
3377	178074	181010	20.2	0.5021
3378	206538	197478	34.4	0.5913
3379	203515	197684	29.0	0.5909
3380	200491	197889	21.8	0.6134
3381	197466	198094	20.2	0.5165
3382	194441	198300	18.7	0.4919
3383	205491	182218	23.5	0.583
3384	202468	182424	22.5	0.5842
3385	199444	182629	42.5	0.6238
3386	196424	182834	48.5	0.5647
3387	193401	183039	41.0	0.5554
3388	205704	185269	29.7	0.4912
3389	202681	185475	26.3	0.5228
3390	199654	185682	24.9	0.5974
3391	196631	185887	36.3	0.6478
3392	193609	186091	42.0	0.5881
3393	205913	188322	30.2	0.589
3394	202891	188528	34.3	0.5731
3395	199863	188734	27.5	0.5514
3396	196837	188939	30.7	0.4148
3397	193817	189145	19.1	0.5008
3398	206123	191374	38.2	0.6338
3399	203099	191580	30.7	0.4494
3400	200071	191786	27.9	0.5593
3401	197045	191991	30.7	0.3789
3402	194023	192197	28.9	0.2952
3403	206331	194426	29.2	0.7207
3404	203308	194631	24.4	0.6343
3405	200282	194837	29.8	0.6562
3406	197256	195044	24.2	0.478
3407	194230	195248	18.6	0.5739
3408	221663	196444	72.3	0.4182
3409	218640	196650	68.1	0.0504
3410	215614	196859	58.0	0.2782
3411	212588	197064	45.6	0.5094
3412	209564	197272	38.8	0.5839
3413	221875	199494	67.9	0.4336
3414	218850	199701	67.8	0.1251
3415	220608	181185	35.4	0.7216
3416	217585	181392	34.3	0.8012
3417	214562	181599	34.4	0.6305
3418	211540	181805	28.7	0.5697
3419	208516	182011	27.7	0.5854
3420	220819	184236	42.3	0.5607
3421	217796	184444	35.5	0.5114
3422	214772	184651	30.2	0.4674
3423	211751	184857	27.9	0.5363
3424	208728	185064	26.3	0.5106
3425	221029	187289	48.4	0.6722
3426	218006	187496	39.9	0.4876
3427	214982	187702	38.1	0.4044
3428	211962	187910	34.6	0.6137
3429	208937	188116	35.5	0.6276
3430	221241	190341	58.0	0.6981
3431	218214	190548	45.2	0.5426
3432	215192	190755	37.9	0.6111
3433	212171	190961	36.8	0.5917
3434	209146	191167	29.7	0.6721
3435	221452	193393	70.1	0.6128
3436	218427	193600	63.5	0.6236
3437	215403	193808	46.4	0.6196
3438	212379	194014	37.0	0.6068
3439	209354	194220	33.8	0.64
3440	236786	195404	78.4	0.2733
3441	233761	195614	80.5	0.3767
3442	230736	195821	75.6	0.4033
3443	227711	196030	74.4	0.4496
3444	224687	196236	73.0	0.5535
3445	236998	198454	71.3	0.449
3446	233972	198663	71.5	0.5116
3447	230947	198871	69.6	0.5598
3448	227923	199079	68.9	0.5858
3449	224900	199287	69.2	0.5632
3450	223631	180977	39.2	0.5518
3451	235939	183197	97.5	0.3391
3452	232915	183406	91.6	0.3856
3453	229890	183615	79.0	0.5742
3454	226865	183821	55.9	0.5985
3455	223841	184030	50.8	0.4306
3456	236149	186250	91.1	0.42
3457	233126	186458	84.0	0.4217
3458	230098	186667	76.3	0.6188
3459	227074	186873	78.2	0.7561
3460	224052	187081	63.9	0.4325
3461	236360	189302	82.8	0.6912
3462	233336	189510	85.8	0.5563
3463	230310	189717	81.0	0.7045
3464	227287	189927	78.4	0.5205
3465	224264	190133	74.4	0.1578
3466	236573	192355	73.7	0.6234
3467	233549	192561	84.4	0.5789
3468	230527	192771	81.7	0.271
3469	227502	192977	78.5	0.1451
3470	224477	193186	76.8	0.0922
3471	251906	194361	31.0	0.7229
3472	248881	194569	29.5	0.5397
3473	245857	194779	33.4	0.5973
3474	242834	194988	54.9	0.5632
3475	239811	195196	69.6	0.3939
3476	252119	197410	27.3	0.5957
3477	249095	197619	28.7	0.5114
3478	246070	197829	32.9	0.5338
3479	243044	198037	42.3	0.5559
3480	240020	198247	66.2	0.3218
3481	251055	182154	86.4	0.7202
3482	248032	182361	66.3	0.5715
3483	245009	182572	38.8	0.6347
3484	241985	182780	44.4	0.5541
3485	238962	182990	79.0	0.0783
3486	251265	185205	68.0	1.0318
3487	248243	185416	53.4	0.7499
3488	245220	185623	36.3	0.5542
3489	242196	185832	45.9	0.4918
3490	239173	186041	82.4	0.0383
3491	251480	188258	57.3	0.6155
3492	248456	188466	43.2	0.5777
3493	245431	188676	34.9	0.619
3494	242406	188885	46.9	0.4072
3495	239383	189093	89.0	0.3146
3496	251694	191308	41.1	0.5292
3497	248670	191519	33.6	0.49
3498	245644	191727	34.7	0.6086
3499	242620	191937	62.3	0.3446
3500	239597	192145	86.6	0.3723
3501	24642	203322	0.0	0
3502	21621	203512	0.0	0
3503	18595	203703	0.0	0
3504	15565	203897	0.0	0
3505	12535	204087	0.0	0
3506	24841	206373	0.0	0
3507	21820	206566	0.0	0
3508	18794	206758	0.0	0
3509	15765	206948	0.0	0
3510	12734	207141	0.0	0
3511	40164	208462	1.9	0.3866
3512	37136	208656	0.5	0.0452
3513	34110	208850	0.0	0
3514	31086	209041	0.0	0
3515	28059	209233	0.0	0
3516	40365	211514	0.1	0.0019
3517	37338	211705	0.0	0
3518	34310	211900	0.0	0
3519	31282	212092	0.0	0
3520	28254	212285	0.0	0
3521	40556	214564	0.0	0
3522	37531	214759	0.0	0
3523	34504	214950	0.0	0
3524	31478	215142	0.0	0
3525	28451	215337	0.0	0
3526	40746	217616	0.0	0
3527	37720	217809	0.0	0
3528	34693	218002	0.0	0
3529	31667	218197	0.0	0
3530	28641	218386	0.0	0
3531	39768	202359	0.2	0.4648
3532	36742	202550	1.0	0.6041
3533	33715	202744	3.1	0.4425
3534	30690	202935	5.4	0.3921
3535	27665	203129	2.1	0.1489
3536	39966	205410	0.3	0.5199
3537	36938	205604	2.8	0.603
3538	33912	205795	3.0	0.2113
3539	30891	205990	0.0	0
3540	27864	206181	0.0	0
3541	55290	207493	3.7	0.6029
3542	52264	207686	1.2	0.5267
3543	49240	207882	0.7	0.6508
3544	46213	208075	0.4	0.5514
3545	43187	208269	0.4	0.5259
3546	55489	210544	0.8	0.62
3547	52460	210740	0.7	0.6817
3548	49439	210930	1.6	0.6315
3549	46417	211126	1.7	0.6176
3550	43390	211321	1.2	0.2587
3551	55685	213594	0.1	0.5235
3552	52654	213789	1.5	0.7857
3553	49632	213985	4.5	0.7038
3554	46612	214177	1.8	0.206
3555	43584	214371	0.0	0
3556	55875	216648	1.1	0.5558
3557	52848	216839	1.9	0.3896
3558	49826	217035	0.3	0.0358
3559	46801	217229	0.0	0
3560	43773	217423	0.0	0
3561	56075	219696	2.4	0.1957
3562	53047	219893	0.0	0
3563	50028	220084	0.0	0
3564	47006	220279	0.0	0
3565	54890	201386	7.8	0.5706
3566	51868	201582	3.3	0.5579
3567	48845	201777	0.4	0.4945
3568	45817	201971	0.1	0.5045
3569	42792	202162	0.0	0.4942
3570	55092	204441	1.7	0.5716
3571	52070	204636	1.3	0.5795
3572	49044	204828	0.3	0.5102
3573	46015	205023	0.1	0.5139
3574	42990	205218	0.1	0.5185
3575	70417	206518	4.7	0.6726
3576	67393	206713	10.1	0.5659
3577	64364	206909	17.6	0.4215
3578	61339	207103	8.6	0.579
3579	58317	207298	7.7	0.6048
3580	70619	209568	5.4	0.7623
3581	67594	209763	10.6	0.6685
3582	64565	209959	11.5	0.613
3583	61541	210155	2.7	0.654
3584	58518	210348	0.4	0.5994
3585	70813	212620	4.6	0.7544
3586	67788	212814	2.8	0.7455
3587	64764	213010	0.4	0.5401
3588	61739	213205	0.1	0.5355
3589	58714	213400	0.2	0.5218
3590	71007	215671	2.0	0.6269
3591	67980	215867	1.4	0.7024
3592	64957	216062	0.4	0.5284
3593	61931	216256	0.1	0.5122
3594	58906	216450	0.2	0.5184
3595	71207	218720	0.9	0.564
3596	68182	218917	1.6	0.5854
3597	65155	219112	0.5	0.5224
3598	62130	219307	0.1	0.5238
3599	59108	219502	1.7	0.4078
3600	70019	200414	14.5	0.5837
3601	66992	200608	14.9	0.5714
3602	63969	200802	16.2	0.6266
3603	60946	200999	25.5	0.6006
3604	57918	201194	16.4	0.586
3605	70217	203464	12.8	0.5584
3606	67192	203661	8.9	0.5618
3607	64169	203857	8.9	0.6356
3608	61144	204050	14.4	0.5714
3609	58117	204245	6.5	0.5719
3610	85546	205536	20.3	0.4274
3611	82525	205733	12.6	0.5818
3612	79497	205929	12.3	0.5932
3613	76474	206126	6.8	0.5885
3614	73445	206320	3.9	0.6101
3615	85746	208588	9.3	0.617
3616	82724	208782	9.5	0.5058
3617	79699	208981	11.1	0.5374
3618	76672	209176	7.7	0.5537
3619	73645	209372	4.4	0.5756
3620	85944	211638	5.9	0.6685
3621	82919	211835	7.0	0.5797
3622	79892	212031	5.7	0.5557
3623	76864	212227	3.1	0.6159
3624	73841	212423	4.1	0.605
3625	86142	214689	1.4	0.5663
3626	83114	214886	0.9	0.5367
3627	80084	215082	0.8	0.5458
3628	77060	215279	0.6	0.5707
3629	74038	215474	0.7	0.571
3630	86347	217739	0.4	0.49
3631	83318	217937	0.2	0.4726
3632	80291	218132	0.3	0.5261
3633	77266	218330	0.5	0.4885
3634	74238	218526	1.2	0.5605
3635	76067	200021	23.2	0.3655
3636	73045	200216	15.3	0.5819
3637	85346	202483	14.2	0.5386
3638	82323	202680	9.2	0.6068
3639	79294	202878	9.6	0.657
3640	76270	203073	10.6	0.5774
3641	73246	203272	8.4	0.5631
3642	100673	204548	4.5	0.5818
3643	97650	204748	4.9	0.5937
3644	94624	204945	5.7	0.5624
3645	91599	205141	5.8	0.5763
3646	88568	205339	17.9	0.5447
3647	100876	207600	7.1	0.505
3648	97852	207797	8.2	0.4882
3649	94824	207995	6.3	0.669
3650	91799	208193	5.0	0.6655
3651	88770	208389	12.8	0.6193
3652	101072	210651	3.9	0.5593
3653	98050	210847	3.2	0.5781
3654	95025	211046	3.0	0.5608
3655	91996	211244	2.7	0.5907
3656	88969	211440	4.5	0.6225
3657	101267	213701	1.4	0.5574
3658	98248	213900	0.8	0.5552
3659	95223	214097	0.9	0.5568
3660	92192	214295	1.3	0.6051
3661	89166	214492	1.1	0.5673
3662	101471	216752	0.1	0.4807
3663	98452	216950	0.4	0.5128
3664	95425	217148	0.4	0.4669
3665	92394	217345	0.3	0.4548
3666	89369	217542	0.3	0.4515
3667	100472	201497	5.2	0.5857
3668	97448	201694	4.4	0.576
3669	94423	201893	7.0	0.6034
3670	91398	202090	15.2	0.5487
3671	88367	202288	12.8	0.5902
3672	116813	218810	0.5	0.4452
3673	113785	219009	1.7	0.6755
3674	110755	219209	0.5	0.4228
3675	107730	219408	0.6	0.4365
3676	115793	203557	4.8	0.5557
3677	112767	203754	3.9	0.5792
3678	109744	203955	4.9	0.8428
3679	106719	204152	3.9	0.713
3680	103695	204352	4.9	0.4685
3681	115996	206606	3.9	0.5175
3682	112970	206807	6.2	0.6187
3683	109946	207004	6.6	0.945
3684	106923	207204	4.8	0.6092
3685	103898	207401	4.9	0.5576
3686	116198	209658	2.5	0.5595
3687	113170	209857	4.4	0.5462
3688	110145	210056	5.3	0.6701
3689	107122	210254	3.6	0.5369
3690	104096	210453	4.1	0.5748
3691	116399	212708	1.3	0.5189
3692	113372	212908	0.6	0.434
3693	110345	213107	1.4	0.5655
3694	107320	213305	1.0	0.5267
3695	104292	213504	1.1	0.5193
3696	116606	215759	1.9	0.3664
3697	113579	215958	0.8	0.5657
3698	110550	216157	0.2	0.4453
3699	107524	216356	0.3	0.4638
3700	104495	216555	0.4	0.5083
3701	115594	200504	4.8	0.5951
3702	112568	200704	4.2	0.5876
3703	109543	200902	5.1	0.8474
3704	106519	201101	5.1	0.9188
3705	103494	201299	5.4	0.6112
3706	131938	217812	2.1	0.5377
3707	128913	218013	2.5	0.5141
3708	125889	218211	0.7	0.4601
3709	122865	218412	1.0	0.4046
3710	119837	218611	0.4	0.4446
3711	130922	202558	25.1	0.5493
3712	127896	202757	11.2	0.5893
3713	124872	202957	3.7	0.5498
3714	121846	203158	3.1	0.5906
3715	118821	203357	3.8	0.5098
3716	131123	205608	14.3	0.5918
3717	128098	205809	6.2	0.552
3718	125073	206008	3.5	0.5036
3719	122050	206208	2.8	0.5092
3720	119025	206408	2.8	0.5759
3721	131328	208659	7.1	0.5795
3722	128302	208859	4.0	0.5695
3723	125274	209060	5.4	0.5674
3724	122250	209259	4.9	0.496
3725	119226	209458	4.2	0.4818
3726	131530	211709	3.7	0.5809
3727	128504	211910	6.8	0.6135
3728	125476	212109	4.5	0.5785
3729	122453	212310	1.9	0.5342
3730	119426	212510	1.1	0.4555
3731	131734	214760	1.3	0.4794
3732	128709	214960	5.9	0.475
3733	125684	215161	3.8	0.4682
3734	122661	215360	0.9	0.4436
3735	119632	215559	1.1	0.4503
3736	130720	199506	8.3	0.6224
3737	127694	199706	5.0	0.5658
3738	124670	199907	4.8	0.6467
3739	121644	200105	3.7	0.6183
3740	118617	200306	4.3	0.5909
3741	147070	216808	2.4	0.8806
3742	144042	217008	2.6	0.7193
3743	141018	217209	2.3	0.6503
3744	137994	217411	0.5	0.5872
3745	134965	217611	0.7	0.4964
3746	146046	201553	2.7	0.5338
3747	143021	201754	9.3	0.4724
3748	139996	201956	11.0	0.6046
3749	136971	202156	21.7	0.7601
3750	133947	202358	26.5	0.6014
3751	146251	204604	3.0	0.5764
3752	143226	204805	11.9	0.538
3753	140203	205006	17.0	0.5412
3754	137178	205207	21.3	0.7382
3755	134151	205408	19.5	0.6702
3756	146453	207654	4.6	0.6466
3757	143428	207856	12.2	0.5402
3758	140404	208056	15.0	0.5853
3759	137378	208259	15.7	0.5875
3760	134351	208457	9.9	0.5785
3761	146656	210705	6.9	0.7204
3762	143630	210906	8.6	0.609
3763	140605	211108	7.6	0.6201
3764	137578	211307	4.2	0.567
3765	134552	211511	4.5	0.5587
3766	146863	213755	3.3	0.6689
3767	143838	213957	1.7	0.621
3768	140811	214158	1.8	0.5305
3769	137788	214359	0.6	0.451
3770	134760	214560	0.7	0.5155
3771	162198	215795	12.7	0.6154
3772	159174	215999	10.0	0.636
3773	156150	216202	5.6	0.7287
3774	153121	216403	4.0	1.0052
3775	150095	216604	3.2	1.0478
3776	162406	218849	14.5	0.4223
3777	159382	219051	13.0	0.4837
3778	161168	200542	4.5	0.5903
3779	158144	200746	11.2	0.6214
3780	155119	200947	18.0	0.7356
3781	152096	201150	18.5	0.639
3782	149072	201351	9.5	0.781
3783	161374	203595	8.1	0.6083
3784	158350	203795	13.8	0.5972
3785	155327	203999	15.4	0.6644
3786	152303	204199	10.6	0.7537
3787	149278	204402	14.1	0.7641
3788	161578	206643	10.4	0.5928
3789	158554	206847	13.3	0.6153
3790	155530	207048	15.3	0.7079
3791	152505	207251	14.3	0.701
3792	149479	207452	9.9	0.7135
3793	161781	209695	8.7	0.6588
3794	158756	209897	7.5	0.6857
3795	155732	210099	7.8	0.7692
3796	152707	210301	8.9	0.8104
3797	149681	210503	2.7	0.7953
3798	161991	212745	8.2	0.6122
3799	158964	212947	6.0	0.7727
3800	155943	213149	4.5	0.9254
3801	152916	213352	5.5	0.8726
3802	149888	213554	5.0	0.4799
3803	177328	214780	15.3	0.4524
3804	174303	214984	13.7	0.5859
3805	171277	215186	14.8	0.4346
3806	168253	215392	13.5	0.6087
3807	165227	215593	11.5	0.6269
3808	177537	217832	20.7	0.3994
3809	174511	218036	19.0	0.5573
3810	171485	218240	18.6	0.6134
3811	168458	218442	19.6	0.6468
3812	165431	218646	17.4	0.4003
3813	176296	199527	7.0	0.5835
3814	173270	199731	7.5	0.5778
3815	170246	199933	6.9	0.6337
3816	167221	200137	5.8	0.6292
3817	164193	200341	3.6	0.6041
3818	176503	202577	9.9	0.5116
3819	173476	202780	8.5	0.4863
3820	170449	202985	5.5	0.5426
3821	167425	203187	5.2	0.5921
3822	164400	203390	5.8	0.674
3823	176709	205628	10.1	0.5379
3824	173684	205831	8.3	0.6025
3825	170655	206035	5.7	0.5998
3826	167629	206238	5.8	0.493
3827	164606	206442	7.7	0.6071
3828	176916	208677	11.3	0.5402
3829	173889	208882	10.4	0.5216
3830	170861	209085	6.0	0.5663
3831	167835	209288	7.6	0.5509
3832	164810	209491	10.3	0.6277
3833	177122	211728	15.4	0.4605
3834	174096	211931	11.0	0.4701
3835	171068	212136	9.0	0.5508
3836	168046	212338	12.1	0.3344
3837	165022	212542	9.9	0.6062
3838	192460	213757	19.4	0.5424
3839	189432	213963	22.9	0.5682
3840	186407	214167	14.5	0.6011
3841	183380	214371	14.8	0.5766
3842	180354	214576	15.0	0.5751
3843	192667	216809	19.0	0.5351
3844	189642	217016	19.1	0.4285
3845	186615	217220	18.2	0.5584
3846	183588	217424	17.6	0.596
3847	180562	217628	20.6	0.4963
3848	191626	201555	17.0	0.6765
3849	188600	201761	18.5	0.6592
3850	185575	201964	18.4	0.5468
3851	182549	202169	15.8	0.6244
3852	179525	202374	8.8	0.5579
3853	191834	204606	20.1	0.6203
3854	188807	204810	21.4	0.7317
3855	185782	205015	23.3	0.6128
3856	182758	205219	15.2	0.6154
3857	179733	205423	11.6	0.7745
3858	192041	207656	19.3	0.642
3859	189013	207861	16.5	0.5877
3860	185986	208066	16.4	0.5735
3861	182962	208269	16.6	0.5891
3862	179939	208474	13.5	0.4381
3863	192251	210707	16.1	0.5699
3864	189221	210911	14.5	0.5582
3865	186194	211116	22.2	0.2295
3866	183169	211321	16.4	0.4239
3867	180145	211524	13.7	0.5015
3868	207589	212729	33.4	0.3335
3869	204563	212936	26.7	0.483
3870	201537	213142	24.4	0.6041
3871	198512	213346	23.1	0.5048
3872	195489	213552	20.1	0.4081
3873	207799	215781	35.7	0.2945
3874	204772	215988	29.2	0.4204
3875	201744	216193	23.1	0.6155
