ID	X	Y	ALT	BETA
49	25500.000000	173500.000000	15.5	0.237882
50	25500.000000	172500.000000	22.4	0.220130
51	26500.000000	201500.000000	0.0	0.281981
52	26500.000000	200500.000000	0.0	0.328483
53	26500.000000	199500.000000	0.8	0.357598
54	26500.000000	198500.000000	8.5	0.362954
55	26500.000000	197500.000000	10.0	0.294938
56	26500.000000	196500.000000	2.5	0.284965
57	26500.000000	195500.000000	1.8	0.262820
58	26500.000000	194500.000000	0.2	0.218992
59	26500.000000	193500.000000	-0.7	0.217717
60	26500.000000	192500.000000	-0.4	0.242922
61	26500.000000	191500.000000	-0.8	0.278413
62	26500.000000	190500.000000	-0.3	0.283415
63	26500.000000	189500.000000	0.1	0.277180
64	26500.000000	188500.000000	0.2	0.282163
65	26500.000000	187500.000000	0.3	0.249894
66	26500.000000	186500.000000	1.7	0.244561
67	26500.000000	185500.000000	8.9	0.234754
68	26500.000000	182500.000000	13.6	0.210723
69	26500.000000	181500.000000	15.1	0.255391
70	26500.000000	180500.000000	11.5	0.266139
71	26500.000000	179500.000000	14.1	0.277711
72	26500.000000	178500.000000	8.9	0.266128
73	26500.000000	177500.000000	5.0	0.240342
74	26500.000000	176500.000000	6.9	0.250594
75	26500.000000	175500.000000	11.8	0.266502
76	26500.000000	174500.000000	13.7	0.274950
77	26500.000000	173500.000000	14.9	0.265404
78	26500.000000	172500.000000	13.6	0.242687
79	26500.000000	171500.000000	18.3	0.222920
